epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,130.347,0.85982,0.59341,1.41218,0.82191,0.845,0.90596,0.65648,0.96947,0.77452,1.7334,0.0089308,0.0089308,0.0089308
56,132.734,0.87091,0.60255,1.43161,0.93509,0.97891,0.984,0.73159,0.92334,0.61744,1.53018,0.008911,0.008911,0.008911
57,135.179,0.82994,0.58063,1.39569,0.78232,0.87,0.83856,0.58171,1.06782,0.86467,1.72768,0.0088912,0.0088912,0.0088912
58,137.482,0.83729,0.58958,1.3948,0.97858,0.9897,0.98921,0.77581,0.78156,0.46967,1.44352,0.0088714,0.0088714,0.0088714
59,139.818,0.81989,0.57733,1.39785,0.9521,0.98931,0.9875,0.75611,0.76517,0.5101,1.48375,0.0088516,0.0088516,0.0088516
60,142.134,0.85733,0.61354,1.39821,0.81531,0.93432,0.96003,0.64745,1.08896,0.91503,1.79368,0.0088318,0.0088318,0.0088318
61,144.433,0.84404,0.61223,1.39042,0.95685,0.96519,0.98188,0.72323,0.9886,0.64376,1.6528,0.008812,0.008812,0.008812
62,146.731,0.8261,0.57341,1.38017,0.94603,0.96,0.97962,0.65524,1.10405,0.70022,1.80552,0.0087922,0.0087922,0.0087922
63,149.113,0.84873,0.58466,1.39133,0.79055,0.87,0.89994,0.63912,0.98478,0.74067,1.69542,0.0087724,0.0087724,0.0087724
64,151.42,0.86257,0.59861,1.40438,0.89413,0.9,0.94124,0.71479,0.84555,0.5909,1.5668,0.0087526,0.0087526,0.0087526
65,153.726,0.83852,0.59528,1.38669,0.7621,0.87362,0.79173,0.52445,1.0799,0.86024,1.67118,0.0087328,0.0087328,0.0087328
66,156.03,0.83999,0.59978,1.40586,0.85363,0.955,0.96835,0.69044,0.98812,0.67227,1.60041,0.008713,0.008713,0.008713
67,158.339,0.83712,0.58271,1.398,0.95728,0.985,0.98804,0.77342,0.82178,0.50431,1.47242,0.0086932,0.0086932,0.0086932
68,160.653,0.82435,0.59034,1.37382,0.93963,0.97,0.98065,0.74405,0.83713,0.51974,1.4651,0.0086734,0.0086734,0.0086734
69,162.976,0.81831,0.55659,1.36678,0.95542,0.98,0.98182,0.74867,0.89533,0.48034,1.512,0.0086536,0.0086536,0.0086536
70,165.286,0.83856,0.57829,1.39489,0.87468,0.91,0.95838,0.69456,0.87551,0.57788,1.51574,0.0086338,0.0086338,0.0086338
71,167.771,0.81898,0.57493,1.37776,0.76712,0.83931,0.9325,0.65486,1.00838,0.8439,1.67981,0.008614,0.008614,0.008614
72,170.086,0.82272,0.55892,1.36748,0.95358,0.935,0.97508,0.74558,0.88394,0.54579,1.55798,0.0085942,0.0085942,0.0085942
73,172.386,0.8078,0.55883,1.3589,0.79545,0.665,0.74646,0.46993,1.43889,1.38079,2.21334,0.0085744,0.0085744,0.0085744
74,174.69,0.79252,0.54599,1.34299,0.9674,0.985,0.98955,0.77926,0.81114,0.49054,1.46366,0.0085546,0.0085546,0.0085546
75,177.031,0.77789,0.53411,1.3342,0.80566,0.82572,0.89759,0.64569,1.01059,0.89477,1.68445,0.0085348,0.0085348,0.0085348
76,179.349,0.79743,0.53292,1.35287,0.90938,0.92585,0.95617,0.70382,1.00044,0.63952,1.67261,0.008515,0.008515,0.008515
77,181.656,0.80908,0.55602,1.36806,0.98337,0.985,0.9869,0.75543,0.89047,0.49512,1.52592,0.0084952,0.0084952,0.0084952
78,184.052,0.8283,0.58529,1.37898,0.96255,0.975,0.98538,0.73506,0.89508,0.53049,1.56039,0.0084754,0.0084754,0.0084754
79,186.366,0.83251,0.58293,1.39022,0.67825,0.53254,0.63574,0.25823,2.36308,1.68138,3.57577,0.0084556,0.0084556,0.0084556
80,188.685,0.82795,0.55331,1.37805,0.64427,0.43167,0.21084,0.07333,2.64861,3.8777,4.27114,0.0084358,0.0084358,0.0084358
81,191,0.80011,0.53691,1.36925,0.76726,0.91583,0.85032,0.61568,0.98717,0.93838,1.67144,0.008416,0.008416,0.008416
82,193.319,0.8026,0.53386,1.35376,0.95146,0.97,0.98544,0.75335,0.87212,0.51918,1.50706,0.0083962,0.0083962,0.0083962
83,195.626,0.79423,0.55199,1.34082,0.85103,0.8413,0.86409,0.60491,1.13773,0.79716,1.8707,0.0083764,0.0083764,0.0083764
84,197.942,0.78973,0.54242,1.34949,0.82926,0.97631,0.95612,0.68695,0.8858,0.61841,1.50637,0.0083566,0.0083566,0.0083566
85,200.453,0.8011,0.54249,1.37374,0.97997,0.95859,0.98918,0.77967,0.8209,0.50486,1.44823,0.0083368,0.0083368,0.0083368
86,202.801,0.7808,0.53567,1.33931,0.97208,0.98,0.98907,0.75973,0.85401,0.49831,1.4888,0.008317,0.008317,0.008317
87,205.1,0.77229,0.52777,1.32942,0.81296,0.82,0.8086,0.53262,1.01812,0.92069,1.64936,0.0082972,0.0082972,0.0082972
88,207.414,0.79396,0.53209,1.33658,0.96696,0.96994,0.98732,0.75945,0.83769,0.48912,1.46905,0.0082774,0.0082774,0.0082774
89,209.721,0.79196,0.54552,1.34881,0.97502,0.97283,0.98158,0.77147,0.77661,0.4577,1.42535,0.0082576,0.0082576,0.0082576
90,212.032,0.80099,0.52532,1.3544,0.97162,0.98083,0.98537,0.78793,0.80859,0.44095,1.44573,0.0082378,0.0082378,0.0082378
91,214.375,0.77134,0.5115,1.33691,0.97142,0.98042,0.98366,0.7725,0.78532,0.50895,1.37772,0.008218,0.008218,0.008218
92,216.691,0.78458,0.51011,1.33326,0.96073,0.94905,0.97694,0.68123,1.02424,0.59217,1.72968,0.0081982,0.0081982,0.0081982
93,219.005,0.76182,0.50412,1.32474,0.95206,0.91002,0.97651,0.70982,0.95553,0.55626,1.67014,0.0081784,0.0081784,0.0081784
94,221.391,0.78123,0.51456,1.31278,0.98457,0.985,0.99065,0.77927,0.80889,0.43624,1.40311,0.0081586,0.0081586,0.0081586
95,223.7,0.78862,0.52274,1.3269,0.96307,0.98413,0.98963,0.77513,0.82632,0.4404,1.44444,0.0081388,0.0081388,0.0081388
