epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,2472.59,2.0861,2.59332,2.76475,0.32368,0.24706,0.19959,0.07569,1.95266,2.57884,2.85971,0.0070795,0.0070795,0.0070795
61,2513.48,2.10252,2.65764,2.78626,0.33461,0.27941,0.20849,0.07613,1.96476,2.56217,2.8651,0.00703,0.00703,0.00703
62,2554.53,2.09739,2.61807,2.79034,0.3302,0.28529,0.21648,0.07187,1.96182,2.53673,2.86618,0.0069805,0.0069805,0.0069805
63,2595.71,2.08141,2.60798,2.76891,0.31254,0.29118,0.19648,0.06792,1.98939,2.60672,2.91308,0.006931,0.006931,0.006931
64,2636.68,2.11269,2.6412,2.78477,0.38844,0.25588,0.23384,0.08309,1.9784,2.57303,2.91832,0.0068815,0.0068815,0.0068815
65,2678.09,2.09991,2.59835,2.77937,0.4147,0.26466,0.2426,0.08944,1.95653,2.51818,2.86177,0.006832,0.006832,0.006832
66,2719.54,2.08665,2.57907,2.75169,0.37665,0.24118,0.22162,0.08209,1.98142,2.56665,2.88284,0.0067825,0.0067825,0.0067825
67,2760.47,2.09244,2.63736,2.79513,0.36745,0.25294,0.21417,0.08573,2.00116,2.61296,2.89773,0.006733,0.006733,0.006733
68,2801.53,2.08131,2.5894,2.7754,0.4214,0.29118,0.2763,0.10943,1.94209,2.44857,2.86161,0.0066835,0.0066835,0.0066835
69,2843.03,2.08991,2.5979,2.78455,0.36244,0.27059,0.244,0.09628,1.95744,2.49991,2.85779,0.006634,0.006634,0.006634
70,2883.94,2.08183,2.56321,2.75163,0.40134,0.28196,0.2729,0.10279,1.95776,2.43844,2.84114,0.0065845,0.0065845,0.0065845
71,2924.75,2.10708,2.61651,2.75737,0.43619,0.22527,0.25037,0.09717,2.01202,2.69603,2.90933,0.006535,0.006535,0.006535
72,2965.63,2.07153,2.57125,2.74307,0.39108,0.28529,0.2603,0.09553,1.95707,2.47788,2.85971,0.0064855,0.0064855,0.0064855
73,3006.51,2.06716,2.55336,2.77928,0.38995,0.31176,0.26784,0.09359,1.9641,2.4598,2.86861,0.006436,0.006436,0.006436
74,3047.4,2.06719,2.55704,2.79222,0.40532,0.26765,0.2491,0.08477,1.96049,2.53474,2.8779,0.0063865,0.0063865,0.0063865
75,3088.5,2.05944,2.5462,2.72627,0.38189,0.30711,0.24656,0.08987,1.93879,2.45195,2.85754,0.006337,0.006337,0.006337
76,3129.51,2.07206,2.55293,2.76237,0.39238,0.28824,0.24426,0.08551,1.94069,2.46384,2.86452,0.0062875,0.0062875,0.0062875
77,3170.5,2.08359,2.55459,2.77221,0.37735,0.28824,0.25176,0.0903,1.94885,2.45972,2.85726,0.006238,0.006238,0.006238
78,3211.47,2.06699,2.54613,2.74867,0.37822,0.27941,0.25225,0.08855,1.92629,2.43583,2.84107,0.0061885,0.0061885,0.0061885
79,3252.42,2.07203,2.50893,2.74922,0.37909,0.27647,0.25109,0.08981,1.92174,2.43868,2.8512,0.006139,0.006139,0.006139
80,3293.3,2.06498,2.54888,2.75402,0.37274,0.27353,0.24143,0.0817,1.93743,2.46582,2.86608,0.0060895,0.0060895,0.0060895
81,3334.21,2.08509,2.52443,2.76981,0.35242,0.3,0.2368,0.08439,1.93791,2.4611,2.87292,0.00604,0.00604,0.00604
82,3375.01,2.06529,2.53091,2.73932,0.37363,0.30588,0.25744,0.09193,1.92722,2.44145,2.86008,0.0059905,0.0059905,0.0059905
83,3415.87,2.08908,2.52679,2.78505,0.35789,0.28529,0.2385,0.09221,1.92683,2.46676,2.86302,0.005941,0.005941,0.005941
84,3456.72,2.05369,2.49912,2.75205,0.35693,0.26765,0.23475,0.08545,1.92803,2.50368,2.85903,0.0058915,0.0058915,0.0058915
85,3497.64,2.04301,2.51739,2.74624,0.34011,0.25882,0.22618,0.07917,1.92188,2.4964,2.86423,0.005842,0.005842,0.005842
86,3538.5,2.03355,2.47082,2.72508,0.36541,0.28529,0.24617,0.08573,1.92376,2.48054,2.86244,0.0057925,0.0057925,0.0057925
87,3579.37,2.06972,2.54206,2.74451,0.37578,0.27353,0.23596,0.08608,1.92406,2.50663,2.86135,0.005743,0.005743,0.005743
88,3620.23,2.06433,2.48513,2.76504,0.35386,0.26176,0.236,0.09143,1.92343,2.49338,2.86968,0.0056935,0.0056935,0.0056935
89,3661.12,2.06197,2.5098,2.76439,0.36703,0.28529,0.23708,0.09444,1.90971,2.4625,2.86375,0.005644,0.005644,0.005644
90,3701.96,2.05036,2.48771,2.76241,0.36969,0.28235,0.24987,0.09338,1.91537,2.45361,2.86133,0.0055945,0.0055945,0.0055945
91,3742.86,2.05791,2.50495,2.73881,0.37065,0.28581,0.26003,0.09769,1.91104,2.4405,2.85966,0.005545,0.005545,0.005545
92,3783.76,2.07175,2.47456,2.74456,0.39203,0.30155,0.24755,0.09661,1.91516,2.43865,2.86561,0.0054955,0.0054955,0.0054955
93,3824.59,2.04804,2.44697,2.74652,0.40124,0.29706,0.2646,0.09379,1.92574,2.43079,2.86244,0.005446,0.005446,0.005446
94,3865.48,2.0224,2.4384,2.72342,0.37253,0.29118,0.24943,0.09095,1.93188,2.42717,2.8626,0.0053965,0.0053965,0.0053965
95,3906.4,2.0532,2.47127,2.7286,0.38511,0.29118,0.25026,0.0894,1.93193,2.42097,2.85923,0.005347,0.005347,0.005347
96,3947.29,2.06836,2.44918,2.73863,0.37914,0.29412,0.2494,0.08986,1.93993,2.41457,2.85712,0.0052975,0.0052975,0.0052975
97,3988.18,2.05914,2.4629,2.71723,0.37283,0.28824,0.25205,0.08993,1.94154,2.42836,2.85917,0.005248,0.005248,0.005248
98,4029.01,2.04918,2.51437,2.74549,0.38373,0.29118,0.24451,0.08781,1.93596,2.42776,2.86242,0.0051985,0.0051985,0.0051985
99,4070.02,2.03327,2.45943,2.72249,0.39775,0.29706,0.25564,0.08778,1.93323,2.41741,2.86763,0.005149,0.005149,0.005149
100,4111.02,2.03338,2.45778,2.71487,0.37829,0.28824,0.23848,0.08695,1.93089,2.41903,2.86296,0.0050995,0.0050995,0.0050995
101,4152,2.04716,2.44614,2.71357,0.37408,0.28824,0.24352,0.08974,1.92475,2.41113,2.85712,0.00505,0.00505,0.00505
102,4192.87,2.05286,2.46034,2.72634,0.37966,0.29118,0.23984,0.09058,1.92668,2.42071,2.85974,0.0050005,0.0050005,0.0050005
103,4233.8,2.03395,2.40006,2.72877,0.38206,0.29706,0.24548,0.089,1.92332,2.41576,2.85718,0.004951,0.004951,0.004951
104,4274.81,2.03725,2.4196,2.72827,0.37604,0.29956,0.25653,0.0887,1.9215,2.42626,2.8541,0.0049015,0.0049015,0.0049015
105,4315.72,2.03309,2.43159,2.71422,0.38554,0.3045,0.26035,0.09155,1.91952,2.41834,2.85467,0.004852,0.004852,0.004852
106,4356.65,2.04153,2.44889,2.75377,0.38867,0.31176,0.26811,0.09412,1.92102,2.41984,2.85752,0.0048025,0.0048025,0.0048025
107,4397.59,2.0301,2.47715,2.71253,0.38369,0.30396,0.26539,0.09152,1.92137,2.4239,2.8577,0.004753,0.004753,0.004753
108,4438.5,2.02622,2.42497,2.69971,0.3866,0.30294,0.26434,0.09224,1.92035,2.42825,2.8582,0.0047035,0.0047035,0.0047035
109,4479.45,2.01118,2.42305,2.72094,0.37979,0.30588,0.26544,0.09152,1.92006,2.42896,2.8587,0.004654,0.004654,0.004654
110,4520.34,2.00909,2.41026,2.69826,0.37488,0.30294,0.26031,0.08999,1.91909,2.42124,2.85736,0.0046045,0.0046045,0.0046045
111,4561.19,2.02324,2.43475,2.71786,0.3551,0.29118,0.25979,0.08894,1.91721,2.42024,2.8563,0.004555,0.004555,0.004555
112,4602.17,2.03409,2.41366,2.71106,0.36072,0.29118,0.25785,0.08975,1.92057,2.41383,2.85996,0.0045055,0.0045055,0.0045055
113,4643.13,2.0305,2.38839,2.70274,0.36887,0.29224,0.25893,0.08999,1.92556,2.41818,2.86299,0.004456,0.004456,0.004456
114,4684.28,2.02585,2.44208,2.68342,0.37108,0.29118,0.25137,0.08842,1.92691,2.42127,2.86491,0.0044065,0.0044065,0.0044065
115,4725.34,2.0098,2.41103,2.68585,0.37898,0.29412,0.25693,0.08983,1.92571,2.41771,2.865,0.004357,0.004357,0.004357
116,4766.31,2.00697,2.38691,2.69829,0.38612,0.30294,0.25968,0.0904,1.9251,2.41786,2.86321,0.0043075,0.0043075,0.0043075
117,4807.39,2.02403,2.41136,2.74477,0.37016,0.30294,0.25927,0.08882,1.92724,2.41689,2.86229,0.004258,0.004258,0.004258
118,4848.46,2.03645,2.42185,2.76826,0.37466,0.3,0.25578,0.09005,1.92441,2.41356,2.85952,0.0042085,0.0042085,0.0042085
